machine_id,cycle,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
9001,1,0.01537,0.09983,0.0,102.923742,105.982209,108.965669,111.983155,114.984407,117.893836,120.900062,123.902156,126.859729,130.037645,132.993675,135.925761,138.977881,141.982143,144.915581,147.92594,150.883978,153.999727,156.92494,159.831415,163.00823
9001,2,0.03065,0.09931,0.0,103.049453,105.942441,108.887883,112.068247,115.020962,117.996044,121.000792,124.020722,126.945588,129.892682,133.06586,135.898988,139.079687,141.918603,145.005528,147.93594,150.898427,154.108222,157.025648,160.054769,162.930301
9001,3,0.04575,0.09845,0.0,102.993022,106.064056,108.976857,112.013919,114.98722,117.957888,120.936601,124.098772,127.002176,130.121575,132.903587,136.043818,138.865429,141.945496,144.967184,147.97809,151.126518,153.973152,157.107207,160.141931,163.053801
9001,4,0.06057,0.09724,0.0,103.034902,106.027939,108.942669,112.07342,115.052756,118.0496,121.099363,124.122909,127.00913,130.061182,133.074139,135.952762,139.118564,142.11272,145.127651,148.075619,151.073666,153.991168,157.090503,160.061928,163.122377
9001,5,0.07504,0.09571,0.0,103.041931,106.123689,109.041106,112.13256,114.997303,118.030567,121.019576,124.039475,127.001586,130.134483,133.100822,135.932338,139.124824,142.224712,144.896706,148.164694,151.14763,153.881063,157.051592,160.153374,162.874694
9001,6,0.08907,0.09384,0.0,103.097777,106.065147,108.998574,112.096487,115.087166,117.921045,121.162596,124.205931,126.96577,130.125937,133.066522,135.970707,139.13967,142.053671,144.819726,148.20784,151.161541,154.04626,157.144405,160.124531,162.914088
9001,7,0.10256,0.09164,0.0,103.162691,106.085239,108.926632,112.119154,115.094933,117.93706,121.188933,124.127181,126.87928,130.114485,133.157172,135.989459,139.149491,142.064144,144.934551,148.1737,151.25553,153.844146,157.05291,160.195105,162.878418
9001,8,0.11545,0.08913,0.0,103.175061,106.092234,108.958342,112.19147,115.109277,117.895812,121.218987,124.207971,126.942318,130.190088,133.244317,135.949166,139.100294,142.34357,144.76408,148.361424,151.205305,154.005488,157.389333,160.190085,162.914886
9001,9,0.12766,0.08631,0.0,103.237566,106.216699,108.898818,112.227186,115.163519,117.95422,121.143133,124.244433,126.983567,130.122419,133.231868,135.78805,139.276014,142.291846,145.06716,148.216608,151.273664,153.804639,157.230146,160.208925,162.735546
9001,10,0.13912,0.08319,0.0,103.294077,106.169134,108.9583,112.164275,115.192423,117.941917,121.257643,124.315742,126.875798,130.225127,133.227872,135.75421,139.274764,142.381576,144.879331,148.376679,151.350589,153.86797,157.314403,160.357162,162.591779
9001,11,0.14975,0.07979,0.0,103.192568,106.174011,108.903375,112.270401,115.251353,117.848283,121.257298,124.284709,126.891681,130.327607,133.344984,135.827984,139.347113,142.380383,144.747131,148.387383,151.269078,153.768926,157.302874,160.288235,162.798215
9001,12,0.15949,0.0761,0.0,103.252912,106.200901,108.942569,112.232054,115.376843,117.817902,121.262081,124.248649,126.863836,130.313577,133.328578,135.717065,139.316819,142.411154,144.69955,148.275446,151.31077,153.866743,157.444459,160.424956,162.516432
9001,13,0.16829,0.07216,0.0,103.281535,106.271543,108.814044,112.265637,115.30397,117.851869,121.3618,124.312969,126.759749,130.385935,133.355822,135.77711,139.555066,142.482885,144.730789,148.362965,151.368504,153.696244,157.685978,160.35877,162.693384
9001,14,0.1761,0.06796,0.0,103.257796,106.34402,108.876017,112.181723,115.299965,117.820849,121.397848,124.347567,126.573424,130.519516,133.353741,135.711672,139.343242,142.48476,144.638692,148.320126,151.477347,153.627483,157.768814,160.602498,162.451825
9001,15,0.18287,0.06353,0.0,103.197441,106.261311,108.792366,112.257744,115.279699,117.745439,121.34808,124.268179,126.634815,130.440119,133.539673,135.470138,139.605992,142.506713,144.641188,148.399702,151.55149,153.533143,157.763497,160.649529,162.46649
9001,16,0.18855,0.05888,0.0,103.25521,106.315582,108.744567,112.20394,115.439142,117.670554,121.422496,124.30386,126.60785,130.384646,133.44695,135.404119,139.440786,142.736058,144.531192,148.408554,151.553976,153.446186,157.783613,160.641612,162.310193
9001,17,0.19312,0.05403,0.0,103.188728,106.323913,108.76535,112.255129,115.348436,117.655528,121.53781,124.337539,126.508921,130.653114,133.501463,135.495697,139.513002,142.509387,144.478067,148.456826,151.548098,153.437392,157.732067,160.715875,162.137713
9001,18,0.19654,0.04899,0.0,103.299052,106.303739,108.739182,112.29953,115.453202,117.578386,121.511013,124.323527,126.365453,130.555552,133.685457,135.246619,139.649745,142.662774,144.419102,148.463195,151.637908,153.25145,157.675923,160.829112,162.190172
9001,19,0.19881,0.04378,0.0,103.337837,106.346516,108.675223,112.283805,115.471606,117.507522,121.555558,124.36175,126.407011,130.584983,133.68932,135.169457,139.602686,142.712627,144.337625,148.599792,151.735813,153.181709,157.906218,160.543431,162.068122
9001,20,0.1999,0.03842,0.0,103.226945,106.338606,108.548242,112.312799,115.33086,117.447257,121.573015,124.323299,126.304764,130.504095,133.716304,135.151788,139.652146,142.68284,144.220797,148.701435,151.741108,153.088877,157.93861,160.642715,161.747171
9001,21,0.1998,0.03292,0.0,103.293628,106.374613,108.513171,112.281773,115.449127,117.397558,121.641172,124.33352,126.212691,130.5963,133.735872,135.046389,139.599133,142.779766,144.03157,148.769653,151.793216,152.990579,158.055741,160.845411,161.769448
9001,22,0.19853,0.02732,0.0,103.226219,106.50078,108.429937,112.279892,115.449459,117.265926,121.588096,124.446857,126.206493,130.647314,133.653069,135.076904,139.631417,142.832068,144.072089,148.774008,151.831933,152.818519,158.061618,160.860128,161.728138
9001,23,0.19608,0.02161,0.0,103.263554,106.449804,108.37724,112.366045,115.462,117.188657,121.685488,124.502416,125.953626,130.678007,133.812426,134.988192,139.769802,142.925503,143.86428,148.804559,151.884963,152.677853,158.128204,160.902896,161.58536
9001,24,0.19247,0.01584,0.0,103.305101,106.410066,108.36478,112.386686,115.436625,117.288685,121.746564,124.625181,126.07809,130.78232,133.932792,134.981377,139.845552,142.815703,144.048809,148.832244,152.019146,152.601846,158.084044,161.161733,161.481995
9001,25,0.18772,0.01,0.0,103.289286,106.465391,108.315585,112.504152,115.584514,117.184611,121.857409,124.696887,125.779204,130.732814,133.939262,134.748624,139.85309,143.110485,143.737814,148.886881,151.983959,152.649794,158.211009,161.146392,161.492891
9001,26,0.18186,0.00414,0.0,103.414505,106.543149,108.216678,112.493766,115.531212,117.132193,121.761745,124.695579,125.819773,130.843263,133.950888,134.620093,139.888704,143.00183,143.651928,148.981804,152.247198,152.426868,158.45166,161.379532,161.181258
9001,27,0.17493,-0.00174,0.0,103.354562,106.474782,108.219044,112.516094,115.581781,116.893187,121.789448,124.765779,125.70656,130.819382,133.919935,134.671151,139.985228,143.003332,143.60832,149.159814,152.153774,152.356871,158.407725,161.37893,161.148603
9001,28,0.16696,-0.00762,0.0,103.499336,106.531671,108.149332,112.638197,115.653912,116.91659,121.824942,124.875192,125.681448,131.009096,134.023674,134.564706,140.065926,143.147932,143.455471,149.28296,152.266911,152.23405,158.37647,161.534357,161.071859
9001,29,0.158,-0.01347,0.0,103.461359,106.571932,108.101122,112.694266,115.604416,116.738363,121.803042,124.919935,125.738048,130.969835,134.087074,134.509658,140.235506,143.273552,143.284106,149.447872,152.256011,152.156617,158.471176,161.69574,160.961113
9001,30,0.14811,-0.01927,0.0,103.438685,106.544998,107.888917,112.823604,115.740701,116.764803,121.929247,125.112271,125.517523,131.075426,134.16386,134.518042,140.133456,143.206425,143.260307,149.464474,152.541636,151.959823,158.527834,161.803527,160.940864
9001,31,0.13735,-0.02501,0.0,103.526107,106.688895,107.90059,112.902661,115.87694,116.586237,121.976506,125.112514,125.491803,131.109108,134.175512,134.470145,140.245482,143.331832,143.18462,149.624408,152.717985,151.945855,158.771093,161.871364,160.625222
9001,32,0.12577,-0.03065,0.0,103.654166,106.666812,107.864195,112.994153,115.926577,116.610346,122.091645,125.285268,125.465859,131.163972,134.195671,134.447979,140.488101,143.534652,143.109317,149.651977,152.744473,151.753185,158.847938,162.04089,160.710409
9001,33,0.11344,-0.0362,0.0,103.664486,106.704409,107.760382,113.019044,115.9621,116.488249,122.064685,125.315737,125.361667,131.2411,134.455693,134.413885,140.631539,143.524216,143.085196,149.840167,152.885203,151.786091,159.018081,162.16941,160.439397
9001,34,0.10045,-0.04161,0.0,103.736298,106.783695,107.633447,113.090593,116.032077,116.578527,122.106742,125.406657,125.340803,131.252971,134.401703,134.326913,140.562562,143.585051,142.864958,149.95799,152.997051,151.711889,158.971271,162.297372,160.45754
9001,35,0.08686,-0.04689,0.0,103.856253,106.836795,107.689107,113.182043,116.05004,116.40781,122.261702,125.580847,125.371659,131.412797,134.458733,134.052283,140.744135,143.634246,142.681597,150.164591,153.215709,151.487015,159.037011,162.476855,160.460333
9001,36,0.07276,-0.052,0.0,103.90702,106.93774,107.67184,113.264665,116.126762,116.35905,122.334167,125.637004,125.232524,131.462129,134.631032,134.155481,140.961154,143.960222,142.744936,150.30218,153.256881,151.475357,159.162687,162.568944,160.304924
9001,37,0.05823,-0.05693,0.0,103.924715,106.962139,107.523463,113.3162,116.354423,116.311415,122.367376,125.738105,125.172296,131.612325,134.766783,134.15648,140.878724,143.912364,142.496925,150.297852,153.460464,151.375322,159.261195,162.695252,160.238693
9001,38,0.04336,-0.06167,0.0,104.021831,106.945759,107.51039,113.496627,116.400024,116.306886,122.477194,125.801999,125.10291,131.806892,134.894966,134.052607,141.118781,144.10457,142.443545,150.520274,153.475594,151.274384,159.50288,162.856091,160.138477
9001,39,0.02822,-0.06619,0.0,104.11575,107.057797,107.46073,113.439696,116.509287,116.252402,122.461935,125.795604,125.06225,131.735903,134.866899,133.910761,141.269358,144.183482,142.290376,150.70064,153.698312,151.182807,159.559152,162.989764,159.969063
9001,40,0.01292,-0.07048,0.0,104.201354,107.1019,107.316181,113.617151,116.536031,116.077719,122.555395,125.96381,125.000312,131.787258,134.96959,133.821247,141.334876,144.248828,142.18824,150.783259,153.711479,151.076459,159.812277,163.319961,159.885917
9001,41,-0.00245,-0.07453,0.0,104.232479,107.175217,107.337689,113.573105,116.709573,116.124279,122.721977,125.937468,125.002882,132.109464,135.088751,133.72993,141.500665,144.29607,142.240553,150.869733,153.900862,150.991621,159.879626,163.454794,159.832818
9001,42,-0.01781,-0.07832,0.0,104.317723,107.256882,107.235625,113.723339,116.799557,115.90746,122.644591,126.135986,124.931177,132.103189,135.119422,133.532927,141.536348,144.606998,142.04466,150.971863,154.065934,150.732572,159.918847,163.478806,159.742728
9001,43,-0.03307,-0.08184,0.0,104.422402,107.351111,107.219193,113.749499,116.902048,116.014298,122.758144,126.210432,124.831708,132.187856,135.265468,133.435403,141.67863,144.636802,141.870297,151.101927,154.101831,150.658672,160.183669,163.343262,159.466797
9001,44,-0.04813,-0.08508,0.0,104.408055,107.454266,107.161292,113.820766,116.836649,115.902792,122.923904,126.301995,124.699463,132.415683,135.479466,133.396271,141.835326,144.846645,141.752685,151.133534,154.344971,150.559811,160.361808,163.523354,159.430849
9001,45,-0.0629,-0.08802,0.0,104.524628,107.568772,107.160624,113.81678,117.01764,115.845585,123.035722,126.342655,124.650521,132.427956,135.555115,133.093724,141.930041,145.016588,141.765101,151.282421,154.42294,150.427524,160.547922,163.691561,159.357636
9001,46,-0.07731,-0.09066,0.0,104.656035,107.558252,107.089425,113.957243,117.111538,115.792581,123.121696,126.277884,124.447849,132.735087,135.704502,133.120949,142.060982,145.149523,141.623281,151.292401,154.666515,150.313157,160.632834,163.704238,159.054732
9001,47,-0.09125,-0.09298,0.0,104.675784,107.718819,107.10685,113.907667,117.128883,115.835363,123.150743,126.377471,124.503642,132.779883,135.706573,132.845028,142.223542,145.310715,141.527639,151.429692,154.669365,150.268504,160.62851,163.896972,158.747907
